parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	comorbidity_cat
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1566637	.03032841	5.5505904	2.847e-08	1.0987227	1.2176603	"model2"	"ae"	"2"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.209809	.02945414	7.8231204	5.153e-15	1.1534357	1.2689376	"model2"	"ae"	"2"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2328437	.02882202	8.9536792	3.438e-19	1.1776283	1.2906481	"model2"	"ae"	"2"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3013895	.03096428	11.071737	1.720e-28	1.242094	1.3635157	"model2"	"ae"	"2"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0102304	.00106718	9.6352065	5.678e-22	1.0081409	1.0123242	"model2"	"ae"	"2"	""
"hba1c_pct"	"HbA1c %"	1.0635228	.00455538	14.378384	7.073e-47	1.0546318	1.0724888	"model2"	"ae"	"2"	""
"bp_map"	"Mean Arterial Pressure"	1.0012765	.00012612	10.127625	4.166e-24	1.0010294	1.0015238	"model2"	"ae"	"2"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ae"	"2"	""
"2.hh_total_cat"	"Number of people in household"	.91785317	.01252083	-6.283643	3.307e-10	.89363796	.94272454	"model2"	"ae"	"2"	""
"3.hh_total_cat"	"Number of people in household"	.95247804	.01504945	-3.0814717	.0020598	.92343369	.9824359	"model2"	"ae"	"2"	""
"4.hh_total_cat"	"Number of people in household"	.8699934	.02888992	-4.1939773	.00002741	.8151735	.92849989	"model2"	"ae"	"2"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ae"	"2"	""
"1.carehome"	"Care home y/n"	1.9851764	.22681072	6.0017039	1.953e-09	1.5868923	2.4834231	"model2"	"ae"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ae"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4533123	.02248417	24.164288	5.28e-129	1.4099056	1.4980554	"crude"	"ae"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.3974919	.05369883	39.040374	0	2.2945209	2.505084	"crude"	"ae"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.258978	.1271133	48.55026	0	4.0169874	4.5155466	"crude"	"ae"	"3"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ae"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.5161522	.02644653	23.858926	8.18e-126	1.4651941	1.5688827	"model0"	"ae"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.4379217	.06267636	34.662893	2.86e-263	2.3181219	2.5639127	"model0"	"ae"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.1582223	.14176901	41.799201	0	3.8894405	4.4455784	"model0"	"ae"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ae"	"3"	""
"1.male"	"Male"	.86692147	.01126572	-10.989301	4.302e-28	.8451199	.88928547	"model0"	"ae"	"3"	""
"age1"	"Age spline 1"	.99415747	.00160826	-3.6222028	.00029211	.99101034	.9973146	"model0"	"ae"	"3"	""
"age2"	"Age spline 2"	.98928789	.00596387	-1.7865132	.0740162	.9776677	1.0010462	"model0"	"ae"	"3"	""
"age3"	"Age spline 3"	1.0713005	.01824729	4.0435584	.00005265	1.0361268	1.1076682	"model0"	"ae"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ae"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2077949	.02865221	7.958453	1.742e-15	1.1529232	1.2652782	"model2"	"ae"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.8190893	.05834364	18.655445	1.140e-77	1.7082579	1.9371115	"model2"	"ae"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.0537916	.12421434	27.446138	7.73e-166	2.8197876	3.3072148	"model2"	"ae"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ae"	"3"	""
"1.male"	"Male"	.9169834	.01749237	-4.5431918	5.541e-06	.88333198	.9519168	"model2"	"ae"	"3"	""
"age1"	"Age spline 1"	.98321674	.00327201	-5.0860501	3.656e-07	.97682458	.98965073	"model2"	"ae"	"3"	""
"age2"	"Age spline 2"	.9958039	.01025386	-.40836141	.68300836	.97590816	1.0161053	"model2"	"ae"	"3"	""
"age3"	"Age spline 3"	1.0774451	.02930424	2.7425853	.00609576	1.0215138	1.1364387	"model2"	"ae"	"3"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ae"	"3"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1324176	.05855762	2.4048383	.01617962	1.0232712	1.2532061	"model2"	"ae"	"3"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.20486	.05800706	3.8709395	.00010842	1.0963675	1.3240886	"model2"	"ae"	"3"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2613961	.05832246	5.0224272	5.102e-07	1.1521127	1.3810456	"model2"	"ae"	"3"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3160854	.06036821	5.9878914	2.126e-09	1.2029286	1.4398866	"model2"	"ae"	"3"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0033455	.00164658	2.0351522	.04183556	1.0001234	1.0065779	"model2"	"ae"	"3"	""
"hba1c_pct"	"HbA1c %"	1.061907	.00725185	8.7956658	1.422e-18	1.0477883	1.0762159	"model2"	"ae"	"3"	""
"bp_map"	"Mean Arterial Pressure"	1.0020475	.00042136	4.8641629	1.149e-06	1.001222	1.0028737	"model2"	"ae"	"3"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ae"	"3"	""
"2.hh_total_cat"	"Number of people in household"	.92244123	.01892165	-3.9357121	.00008295	.88609109	.96028257	"model2"	"ae"	"3"	""
"3.hh_total_cat"	"Number of people in household"	.89857518	.02668803	-3.6007915	.00031725	.84776095	.95243519	"model2"	"ae"	"3"	""
"4.hh_total_cat"	"Number of people in household"	.86736658	.07231711	-1.7066596	.08788534	.73660276	1.021344	"model2"	"ae"	"3"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ae"	"3"	""
"1.carehome"	"Care home y/n"	1.6421364	.22937069	3.5510053	.00038376	1.2488633	2.1592531	"model2"	"ae"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ae"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.437051	.03436914	15.160833	6.425e-52	1.3712431	1.506017	"crude"	"ae"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.2662805	.08426901	22.002568	2.72e-107	2.1069912	2.4376122	"crude"	"ae"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.4359401	.19151319	22.144419	1.18e-108	3.0803575	3.8325695	"crude"	"ae"	"4"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ae"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.569795	.04172938	16.963858	1.520e-64	1.490101	1.6537511	"model0"	"ae"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.4758075	.10583673	21.207045	8.22e-100	2.2768236	2.6921816	"model0"	"ae"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.6635521	.22703823	20.95188	1.804e-97	3.2445284	4.1366919	"model0"	"ae"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ae"	"4"	""
"1.male"	"Male"	.88458408	.01628344	-6.662191	2.698e-11	.853238	.91708175	"model0"	"ae"	"4"	""
"age1"	"Age spline 1"	.98619234	.0020713	-6.6199483	3.593e-11	.98214101	.99026038	"model0"	"ae"	"4"	""
"age2"	"Age spline 2"	1.0087525	.00859685	1.0225493	.30652098	.99204293	1.0257435	"model0"	"ae"	"4"	""
"age3"	"Age spline 3"	1.021437	.02557989	.84695958	.39701765	.97251185	1.0728234	"model0"	"ae"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ae"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2344834	.04652377	5.5895533	2.277e-08	1.1465847	1.3291205	"model2"	"ae"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.7236361	.0937535	10.00933	1.387e-23	1.5493384	1.9175419	"model2"	"ae"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	2.5846546	.19278184	12.731318	3.961e-37	2.2331293	2.9915147	"model2"	"ae"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ae"	"4"	""
"1.male"	"Male"	.9478398	.02830952	-1.7935863	.07287922	.89394696	1.0049816	"model2"	"ae"	"4"	""
"age1"	"Age spline 1"	.97782481	.0042194	-5.1968232	2.027e-07	.9695898	.98612975	"model2"	"ae"	"4"	""
"age2"	"Age spline 2"	1.0028012	.01477781	.18981811	.84945167	.97425149	1.0321875	"model2"	"ae"	"4"	""
"age3"	"Age spline 3"	1.0600747	.04297253	1.4391534	.15010706	.97910907	1.1477356	"model2"	"ae"	"4"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ae"	"4"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1297608	.06729555	2.0482411	.04053638	1.0052722	1.2696655	"model2"	"ae"	"4"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1822358	.0677668	2.9205309	.00349436	1.0566046	1.3228047	"model2"	"ae"	"4"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2956092	.07144371	4.6965395	2.646e-06	1.1628837	1.4434834	"model2"	"ae"	"4"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4353978	.07844448	6.6137612	3.747e-11	1.2895973	1.5976823	"model2"	"ae"	"4"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0092485	.00244302	3.8031615	.00014286	1.0044717	1.0140481	"model2"	"ae"	"4"	""
"hba1c_pct"	"HbA1c %"	1.0421551	.01311027	3.2822697	.00102975	1.0167737	1.0681702	"model2"	"ae"	"4"	""
"bp_map"	"Mean Arterial Pressure"	1.0022543	.00058118	3.8832814	.00010306	1.0011159	1.0033941	"model2"	"ae"	"4"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ae"	"4"	""
"2.hh_total_cat"	"Number of people in household"	.87783923	.02749993	-4.1591116	.00003195	.8255617	.93342717	"model2"	"ae"	"4"	""
"3.hh_total_cat"	"Number of people in household"	.84867694	.04387114	-3.1740248	.00150341	.76690356	.93916965	"model2"	"ae"	"4"	""
"4.hh_total_cat"	"Number of people in household"	.77782334	.10833461	-1.8039726	.0712356	.59200627	1.0219641	"model2"	"ae"	"4"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ae"	"4"	""
"1.carehome"	"Care home y/n"	2.5055253	.48325293	4.762146	1.915e-06	1.7168145	3.6565726	"model2"	"ae"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ae"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.920985	.04104307	30.555513	4.78e-205	1.8422031	2.003136	"crude"	"ae"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	3.365957	.10515733	38.849442	0	3.1660357	3.5785024	"crude"	"ae"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	5.741754	.24209526	41.451598	0	5.2863331	6.2364097	"crude"	"ae"	"5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ae"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.8251644	.04371177	25.12245	2.83e-139	1.7414705	1.9128804	"model0"	"ae"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	3.0705391	.11142695	30.91437	7.66e-210	2.859732	3.296886	"model0"	"ae"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	5.0543804	.24282766	33.725098	2.48e-249	4.6001675	5.5534417	"model0"	"ae"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ae"	"5"	""
"1.male"	"Male"	.91323393	.01497373	-5.5355659	3.102e-08	.88435252	.94305855	"model0"	"ae"	"5"	""
"age1"	"Age spline 1"	1.0182282	.00215	8.5550277	1.178e-17	1.0140229	1.0224508	"model0"	"ae"	"5"	""
"age2"	"Age spline 2"	.94123059	.00736696	-7.7382852	1.008e-14	.9269018	.95578088	"model0"	"ae"	"5"	""
"age3"	"Age spline 3"	1.1933547	.02658621	7.9344653	2.114e-15	1.1423679	1.2466171	"model0"	"ae"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ae"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2267239	.03903905	6.4211987	1.352e-10	1.1525462	1.3056757	"model2"	"ae"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.8771471	.0833532	14.182289	1.179e-45	1.720685	2.0478362	"model2"	"ae"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.0915762	.17584286	19.843874	1.245e-87	2.7654465	3.4561664	"model2"	"ae"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ae"	"5"	""
"1.male"	"Male"	1.0272531	.02489329	1.109583	.26717876	.97960371	1.0772203	"model2"	"ae"	"5"	""
"age1"	"Age spline 1"	.98765313	.00405164	-3.0284887	.0024578	.97974391	.9956262	"model2"	"ae"	"5"	""
"age2"	"Age spline 2"	.97399664	.01264504	-2.0294374	.04241376	.94952548	.99909846	"model2"	"ae"	"5"	""
"age3"	"Age spline 3"	1.1503959	.04005831	4.023574	.00005732	1.0745024	1.23165	"model2"	"ae"	"5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ae"	"5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0768145	.05444774	1.4636419	.14329182	.9752164	1.1889971	"model2"	"ae"	"5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.290455	.06186706	5.3188139	1.044e-07	1.1747204	1.4175919	"model2"	"ae"	"5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3833553	.06342265	7.0781546	1.461e-12	1.2644706	1.5134175	"model2"	"ae"	"5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5772282	.07276734	9.8766024	5.259e-23	1.4408651	1.7264967	"model2"	"ae"	"5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0196318	.00223962	8.8511562	8.662e-19	1.0152516	1.0240308	"model2"	"ae"	"5"	""
"hba1c_pct"	"HbA1c %"	1.0416198	.0119198	3.5633209	.00036619	1.0185174	1.0652461	"model2"	"ae"	"5"	""
"bp_map"	"Mean Arterial Pressure"	1.0025943	.00050191	5.1754823	2.273e-07	1.001611	1.0035785	"model2"	"ae"	"5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ae"	"5"	""
"2.hh_total_cat"	"Number of people in household"	.91038601	.02431079	-3.5158474	.00043835	.86396318	.95930325	"model2"	"ae"	"5"	""
"3.hh_total_cat"	"Number of people in household"	.9086165	.03560387	-2.4456525	.01445903	.84144656	.9811484	"model2"	"ae"	"5"	""
"4.hh_total_cat"	"Number of people in household"	1.0455072	.09396188	.49517171	.62047892	.87665312	1.2468846	"model2"	"ae"	"5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ae"	"5"	""
"1.carehome"	"Care home y/n"	2.045882	.32598299	4.4925705	7.037e-06	1.4971089	2.7958107	"model2"	"ae"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"icu"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.2789021	.19305393	20.169103	1.829e-90	2.9215393	3.6799776	"crude"	"icu"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	4.6664545	.32671288	22.001596	2.78e-107	4.0681016	5.3528156	"crude"	"icu"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	5.3450189	.48389161	18.514754	1.570e-76	4.4759873	6.3827766	"crude"	"icu"	"1"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"icu"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.1360548	.13319021	12.171925	4.386e-34	1.8903277	2.4137243	"model0"	"icu"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	3.0169196	.23141889	14.395507	5.522e-47	2.5957963	3.5063629	"model0"	"icu"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.8027764	.37602479	13.508386	1.395e-41	3.1327994	4.616034	"model0"	"icu"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"icu"	"1"	""
"1.male"	"Male"	2.3487512	.12625677	15.884778	8.078e-57	2.1138824	2.6097159	"model0"	"icu"	"1"	""
"age1"	"Age spline 1"	1.0671393	.01760548	3.9387919	.00008189	1.0331851	1.1022093	"model0"	"icu"	"1"	""
"age2"	"Age spline 2"	1.0925877	.04792642	2.0186671	.04352183	1.0025783	1.190678	"model0"	"icu"	"1"	""
"age3"	"Age spline 3"	.60666969	.06642291	-4.5646271	5.004e-06	.48950388	.75187985	"model0"	"icu"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"icu"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2541489	.10311128	2.7544129	.00587975	1.0674969	1.4734371	"model2"	"icu"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4876367	.1458304	4.0517789	.00005083	1.2275949	1.8027631	"model2"	"icu"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	1.7964593	.21871511	4.8117277	1.496e-06	1.4150943	2.2806013	"model2"	"icu"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"icu"	"1"	""
"1.male"	"Male"	2.5645281	.17871613	13.514209	1.289e-41	2.2371194	2.939854	"model2"	"icu"	"1"	""
"age1"	"Age spline 1"	1.0580288	.03316161	1.7996951	.0719088	.99498932	1.1250622	"model2"	"icu"	"1"	""
"age2"	"Age spline 2"	1.0726686	.08103598	.92856592	.35311409	.92504014	1.2438573	"model2"	"icu"	"1"	""
"age3"	"Age spline 3"	.67076288	.12093665	-2.2148966	.02676716	.47108556	.95507669	"model2"	"icu"	"1"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"	"1"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0190973	.10381791	.18569516	.85268382	.83464478	1.2443129	"model2"	"icu"	"1"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0307741	.10575871	.29541657	.76767568	.8430031	1.2603694	"model2"	"icu"	"1"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1231768	.11430782	1.1413873	.25370881	.92006763	1.3711233	"model2"	"icu"	"1"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1212789	.11889188	1.0795753	.28033136	.9108749	1.3802844	"model2"	"icu"	"1"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0827621	.00549613	15.664857	2.630e-55	1.0720433	1.0935881	"model2"	"icu"	"1"	""
"hba1c_pct"	"HbA1c %"	1.2055868	.02416014	9.3295914	1.063e-20	1.1591517	1.253882	"model2"	"icu"	"1"	""
"bp_map"	"Mean Arterial Pressure"	1.0001024	.00013301	.76970733	.44147352	.99984171	1.0003631	"model2"	"icu"	"1"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"icu"	"1"	""
"2.hh_total_cat"	"Number of people in household"	1.1469939	.08328838	1.8886665	.05893653	.99483615	1.3224239	"model2"	"icu"	"1"	""
"3.hh_total_cat"	"Number of people in household"	1.4296577	.25299936	2.0198065	.04340346	1.0106463	2.0223901	"model2"	"icu"	"1"	""
"4.hh_total_cat"	"Number of people in household"	2.4051944	.84998502	2.4834233	.01301264	1.2032042	4.8079621	"model2"	"icu"	"1"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"icu"	"1"	""
"1.carehome"	"Care home y/n"	.733067	.36591955	-.62207835	.53389035	.27558513	1.9499863	"model2"	"icu"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"icu"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.9377995	.44419169	12.150688	5.688e-34	3.1567221	4.9121412	"crude"	"icu"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	4.5581014	.74068045	9.3349463	1.010e-20	3.3148646	6.2676131	"crude"	"icu"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	7.43038	1.5421972	9.6629659	4.331e-22	4.9469969	11.160417	"crude"	"icu"	"2"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"icu"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.9556012	.24003818	5.4642022	4.650e-08	1.5374481	2.487483	"model0"	"icu"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.0259934	.35967065	3.9771752	.00006974	1.4306252	2.8691297	"model0"	"icu"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.6135381	.81522677	5.6944484	1.238e-08	2.3221946	5.6229817	"model0"	"icu"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"icu"	"2"	""
"1.male"	"Male"	2.2972639	.25741979	7.4224192	1.150e-13	1.8442914	2.86149	"model0"	"icu"	"2"	""
"age1"	"Age spline 1"	1.0535974	.02615212	2.1034128	.0354297	1.003567	1.1061219	"model0"	"icu"	"2"	""
"age2"	"Age spline 2"	1.1838168	.08465807	2.35963	.01829317	1.0289936	1.3619348	"model0"	"icu"	"2"	""
"age3"	"Age spline 3"	.45767221	.08737061	-4.0942546	.00004235	.31481712	.66535091	"model0"	"icu"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"icu"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2625229	.19103265	1.5406226	.12340865	.93852044	1.6983796	"model2"	"icu"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.073565	.23054416	.33055229	.74098269	.70475138	1.6353878	"model2"	"icu"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	1.7667346	.4824319	2.0842463	.03713777	1.0345195	3.0171989	"model2"	"icu"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"icu"	"2"	""
"1.male"	"Male"	2.523262	.34896409	6.6924124	2.195e-11	1.9241646	3.3088913	"model2"	"icu"	"2"	""
"age1"	"Age spline 1"	.98549025	.03929418	-.36656749	.71394166	.91140752	1.0655947	"model2"	"icu"	"2"	""
"age2"	"Age spline 2"	1.3535676	.14377753	2.8501264	.00437019	1.0991686	1.6668463	"model2"	"icu"	"2"	""
"age3"	"Age spline 3"	.3546294	.09634743	-3.815752	.00013577	.208217	.60399493	"model2"	"icu"	"2"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"	"2"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3946869	.45098134	1.0288019	.30357278	.74000563	2.6285633	"model2"	"icu"	"2"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.5610857	.47145262	1.4747584	.14027752	.86369673	2.8215788	"model2"	"icu"	"2"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.9397296	.55950187	2.2969809	.02161986	1.1020921	3.4140079	"model2"	"icu"	"2"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4350158	.42826718	1.2102096	.22619849	.79950917	2.5756681	"model2"	"icu"	"2"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0737722	.01233559	6.1958016	5.799e-10	1.0498651	1.0982238	"model2"	"icu"	"2"	""
"hba1c_pct"	"HbA1c %"	1.2002657	.04345457	5.042049	4.606e-07	1.1180479	1.2885296	"model2"	"icu"	"2"	""
"bp_map"	"Mean Arterial Pressure"	1.0019589	.0012328	1.5905734	.11170561	.99954561	1.0043781	"model2"	"icu"	"2"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"icu"	"2"	""
"2.hh_total_cat"	"Number of people in household"	1.0705482	.167431	.43588244	.66292202	.78791707	1.4545611	"model2"	"icu"	"2"	""
"3.hh_total_cat"	"Number of people in household"	.99727174	.18389356	-.0148158	.98817913	.69479199	1.4314369	"model2"	"icu"	"2"	""
"4.hh_total_cat"	"Number of people in household"	.92444339	.35109279	-.2068612	.83611826	.43914094	1.9460622	"model2"	"icu"	"2"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"icu"	"2"	""
"1.carehome"	"Care home y/n"	2.642e-19	0			2.642e-19	2.642e-19	"model2"	"icu"	"2"	""
