idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	hh_total_cat
"model2_positivetest_eth5_4"	"bp_map"	"Mean Arterial Pressure"	1.0039031	.00237384	1.6474281	.09947009	.99926125	1.0085666	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3973485	.34987145	1.3362622	.18146359	.85541894	2.2826042	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.1129322	.19727847	.60362246	.54609468	.78629344	1.5752619	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.dm_type"	"Diabetes Type"	1.9952135	.75717899	1.8201717	.06873286	.94833178	4.1977679	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"2.dm_type"	"Diabetes Type"	1.3414175	.21809042	1.8066378	.07081878	.97538005	1.8448203	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"3.dm_type"	"Diabetes Type"	.82452958	.19618278	-.81091012	.41741729	.5172224	1.314423	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.cancer"	"Cancer"	1.3644179	.27675865	1.5318859	.1255506	.91683166	2.0305103	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.chronic_liver_disease"	"Chronic liver disease"	.94405914	.47635438	-.11408763	.90916832	.35115513	2.5380455	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.stroke"	"Stroke"	1.2834101	.32086009	.99805902	.31825074	.78624886	2.0949364	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.dementia"	"Dementia"	5.4108916	2.0615378	4.431558	9.355e-06	2.5642651	11.417598	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.other_neuro"	"Neurological disease"	1.6120783	.62967481	1.2225461	.2215012	.74973604	3.466282	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.egfr60"	"CKD defined by egfr<60"	1.5025326	.2844898	2.1503732	.0315257	1.0367099	2.1776624	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.esrf"	"end stage renal failure"	3.7810834	1.7655251	2.8483769	.00439428	1.5141167	9.442199	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_4"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.95864643	.34356082	-.1178437	.9061915	.47490185	1.935143	"model2"	"positivetest"	"eth5"	""	""
"crude_positivetest_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"positivetest"	"eth5"	""	"1"
"crude_positivetest_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.4274301	.09527359	5.3318836	9.720e-08	1.2523956	1.6269273	"crude"	"positivetest"	"eth5"	""	"2"
"crude_positivetest_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.1812256	.11275436	1.7448201	.08101618	.9796728	1.4242447	"crude"	"positivetest"	"eth5"	""	"3"
"crude_positivetest_eth5_5"	"4.hh_total_cat"	"Number of people in household"	1.1210303	.17692668	.72389133	.46913245	.82276617	1.5274194	"crude"	"positivetest"	"eth5"	""	"4"
"model0_positivetest_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"positivetest"	"eth5"	""	"1"
"model0_positivetest_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.4497517	.09894084	5.4419043	5.271e-08	1.2682413	1.6572398	"model0"	"positivetest"	"eth5"	""	"2"
"model0_positivetest_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.3013841	.12568644	2.7275938	.00637981	1.0769543	1.5725836	"model0"	"positivetest"	"eth5"	""	"3"
"model0_positivetest_eth5_5"	"4.hh_total_cat"	"Number of people in household"	1.6596301	.26110664	3.2199866	.00128197	1.2192515	2.2590681	"model0"	"positivetest"	"eth5"	""	"4"
"model0_positivetest_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_5"	"1.male"	"Male"	.95718229	.05681116	-.73731401	.46093141	.85206695	1.0752652	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_5"	"age1"	"Age spline 1"	1.0893046	.01021102	9.1252943	7.154e-20	1.0694741	1.1095028	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_5"	"age2"	"Age spline 2"	.84042388	.0256251	-5.7017055	1.186e-08	.79167087	.89217921	"model0"	"positivetest"	"eth5"	""	""
"model0_positivetest_eth5_5"	"age3"	"Age spline 3"	1.5753899	.13047405	5.4878271	4.069e-08	1.3393417	1.8530396	"model0"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"positivetest"	"eth5"	""	"1"
"model1_positivetest_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.4428041	.09899022	5.343107	9.137e-08	1.2612662	1.6504712	"model1"	"positivetest"	"eth5"	""	"2"
"model1_positivetest_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.2731805	.12342146	2.4914315	.01272295	1.0528704	1.5395898	"model1"	"positivetest"	"eth5"	""	"3"
"model1_positivetest_eth5_5"	"4.hh_total_cat"	"Number of people in household"	1.6381053	.25991912	3.1104713	.00186789	1.2002762	2.2356431	"model1"	"positivetest"	"eth5"	""	"4"
"model1_positivetest_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"1.male"	"Male"	.93523954	.05587139	-1.1207294	.26240306	.83190151	1.0514141	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"age1"	"Age spline 1"	1.0885519	.01024765	9.0129771	2.005e-19	1.0686511	1.1088234	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"age2"	"Age spline 2"	.8431006	.02584112	-5.5683007	2.572e-08	.7939442	.89530047	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"age3"	"Age spline 3"	1.5635628	.13016804	5.3689149	7.921e-08	1.328165	1.8406815	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1387468	.13111047	1.1284799	.25911729	.90870612	1.4270228	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3458135	.14796483	2.7013501	.00690586	1.0849255	1.6694362	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3141141	.14110815	2.5439146	.01096179	1.0647116	1.6219378	"model1"	"positivetest"	"eth5"	""	""
"model1_positivetest_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5192132	.16358108	3.8838458	.00010282	1.2301717	1.8761681	"model1"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	"1"
"model2_positivetest_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.4229936	.13641972	3.6796682	.00023354	1.1792337	1.7171414	"model2"	"positivetest"	"eth5"	""	"2"
"model2_positivetest_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.3723712	.18634475	2.3312187	.01974183	1.0517023	1.7908134	"model2"	"positivetest"	"eth5"	""	"3"
"model2_positivetest_eth5_5"	"4.hh_total_cat"	"Number of people in household"	3.5743146	.71561717	6.3621546	1.989e-10	2.4141978	5.2919132	"model2"	"positivetest"	"eth5"	""	"4"
"model2_positivetest_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.male"	"Male"	1.1493219	.10034442	1.5940455	.11092583	.9685575	1.3638229	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"age1"	"Age spline 1"	1.0415766	.01863944	2.2763125	.02282731	1.0056772	1.0787575	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"age2"	"Age spline 2"	.88170392	.04525738	-2.4527628	.01417638	.79731707	.97502215	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"age3"	"Age spline 3"	1.4129574	.18747728	2.6053189	.00917888	1.0894015	1.8326104	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.4180562	.23703468	2.0896045	.03665335	1.0219065	1.9677764	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.4631065	.23905329	2.3291989	.01984853	1.0621853	2.0153553	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4907839	.23496982	2.5334028	.01129611	1.0945929	2.0303775	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4680993	.23575132	2.391096	.01679816	1.0716852	2.0111463	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.025799	.00785629	3.3258666	.00088144	1.010516	1.0413132	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"hba1c_pct"	"HbA1c %"	1.0529415	.04912503	1.1057261	.26884509	.96092924	1.1537643	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99745184	.00417465	-.60961146	.54211922	.98930314	1.0056677	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0408696	.09740723	.42803413	.66862627	.86644044	1.2504143	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.37581476	.06438648	-5.7122938	1.115e-08	.26862207	.5257823	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.hypertension"	"Diagnosed hypertension"	1.3355482	.13899744	2.7801234	.00543382	1.0891072	1.6377535	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"bp_map"	"Mean Arterial Pressure"	1.0012579	.00183075	.68752539	.49175171	.99767611	1.0048525	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.6009002	.29506524	2.5530944	.01067706	1.1155205	2.297476	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4052868	.18711816	2.5552664	.01061066	1.0824926	1.8243367	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.dm_type"	"Diabetes Type"	.77174738	.46177004	-.43302552	.66499623	.23887145	2.4933663	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"2.dm_type"	"Diabetes Type"	1.3536463	.18866275	2.1725891	.02981126	1.0300778	1.7788541	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"3.dm_type"	"Diabetes Type"	1.2196921	.18328433	1.3216023	.18630062	.90853012	1.6374238	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.cancer"	"Cancer"	1.3450391	.22317604	1.7864848	.0740208	.97162574	1.8619619	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.chronic_liver_disease"	"Chronic liver disease"	.7096531	.29241186	-.83237434	.40519768	.3164531	1.5914128	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.stroke"	"Stroke"	1.8906772	.36008222	3.3443436	.00082478	1.3016818	2.7461861	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.dementia"	"Dementia"	2.0275574	.82344397	1.7404245	.0817845	.91469857	4.4943647	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.other_neuro"	"Neurological disease"	1.5918593	.51667856	1.4323407	.15204635	.84260785	3.0073492	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.egfr60"	"CKD defined by egfr<60"	.97848332	.17303102	-.12300406	.90210388	.6918794	1.38381	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.esrf"	"end stage renal failure"	2.6061691	1.3492773	1.8501763	.06428815	.94474543	7.1893625	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"positivetest"	"eth5"	""	""
"model2_positivetest_eth5_5"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.2454268	.54501104	.50153869	.61599205	.52823116	2.9363809	"model2"	"positivetest"	"eth5"	""	""
"crude_ae_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"ae"	"eth5"	""	"1"
"crude_ae_eth5_1"	"2.hh_total_cat"	"Number of people in household"	.82959633	.00202833	-76.408499	0	.82563038	.83358133	"crude"	"ae"	"eth5"	""	"2"
"crude_ae_eth5_1"	"3.hh_total_cat"	"Number of people in household"	.94463103	.00523343	-10.281403	8.547e-25	.93442919	.95494426	"crude"	"ae"	"eth5"	""	"3"
"crude_ae_eth5_1"	"4.hh_total_cat"	"Number of people in household"	1.6187163	.01425724	54.682959	0	1.5910125	1.6469026	"crude"	"ae"	"eth5"	""	"4"
"model0_ae_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"ae"	"eth5"	""	"1"
"model0_ae_eth5_1"	"2.hh_total_cat"	"Number of people in household"	.95664327	.002603	-16.290027	1.162e-59	.95155506	.96175868	"model0"	"ae"	"eth5"	""	"2"
"model0_ae_eth5_1"	"3.hh_total_cat"	"Number of people in household"	1.046691	.00597392	7.9955019	1.290e-15	1.0350476	1.0584654	"model0"	"ae"	"eth5"	""	"3"
"model0_ae_eth5_1"	"4.hh_total_cat"	"Number of people in household"	1.2221245	.01088307	22.525527	2.33e-112	1.2009791	1.2436421	"model0"	"ae"	"eth5"	""	"4"
"model0_ae_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model0"	"ae"	"eth5"	""	""
"model0_ae_eth5_1"	"1.male"	"Male"	.97685052	.00224825	-10.176559	2.523e-24	.97245396	.98126696	"model0"	"ae"	"eth5"	""	""
"model0_ae_eth5_1"	"age1"	"Age spline 1"	.99108609	.00033543	-26.455983	3.11e-154	.99042888	.99174373	"model0"	"ae"	"eth5"	""	""
"model0_ae_eth5_1"	"age2"	"Age spline 2"	.98228902	.00113249	-15.49966	3.487e-54	.98007189	.98451117	"model0"	"ae"	"eth5"	""	""
"model0_ae_eth5_1"	"age3"	"Age spline 3"	1.1508611	.00356522	45.357047	0	1.1438946	1.1578701	"model0"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"ae"	"eth5"	""	"1"
"model1_ae_eth5_1"	"2.hh_total_cat"	"Number of people in household"	.96751156	.00264501	-12.081193	1.328e-33	.9623413	.9727096	"model1"	"ae"	"eth5"	""	"2"
"model1_ae_eth5_1"	"3.hh_total_cat"	"Number of people in household"	.99702764	.00571807	-.51904546	.60372904	.98588317	1.0082981	"model1"	"ae"	"eth5"	""	"3"
"model1_ae_eth5_1"	"4.hh_total_cat"	"Number of people in household"	1.1957718	.01066374	20.04871	2.071e-89	1.1750528	1.2168561	"model1"	"ae"	"eth5"	""	"4"
"model1_ae_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"1.male"	"Male"	.9766355	.00225873	-10.222275	1.576e-24	.97221848	.98107258	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"age1"	"Age spline 1"	.99187372	.00033832	-23.921932	1.81e-126	.99121085	.99253703	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"age2"	"Age spline 2"	.98422992	.00114194	-13.700378	1.010e-42	.98199429	.98647064	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"age3"	"Age spline 3"	1.1435879	.00356309	43.062522	0	1.1366256	1.1505928	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1171715	.00427974	28.922907	6.15e-184	1.1088147	1.1255912	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2279449	.00469395	53.717799	0	1.2187793	1.2371794	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4039272	.00531703	89.58289	0	1.3935446	1.4143872	"model1"	"ae"	"eth5"	""	""
"model1_ae_eth5_1"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.6912249	.00652185	136.25871	0	1.6784905	1.7040559	"model1"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ae"	"eth5"	""	"1"
"model2_ae_eth5_1"	"2.hh_total_cat"	"Number of people in household"	.98366596	.00378719	-4.2775493	.0000189	.97627114	.9911168	"model2"	"ae"	"eth5"	""	"2"
"model2_ae_eth5_1"	"3.hh_total_cat"	"Number of people in household"	1.0798929	.00965052	8.6008403	7.913e-18	1.0611429	1.0989742	"model2"	"ae"	"eth5"	""	"3"
"model2_ae_eth5_1"	"4.hh_total_cat"	"Number of people in household"	1.3709129	.01609588	26.869686	4.97e-159	1.3397258	1.402826	"model2"	"ae"	"eth5"	""	"4"
"model2_ae_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"1.male"	"Male"	.95727769	.00306459	-13.638487	2.364e-42	.95129	.96330307	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"age1"	"Age spline 1"	.98871818	.00064022	-17.522078	9.721e-69	.98746417	.98997378	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"age2"	"Age spline 2"	.9532808	.0018728	-24.354215	5.23e-131	.94961725	.95695849	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"age3"	"Age spline 3"	1.234599	.00624142	41.687158	0	1.2224265	1.2468928	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.083197	.0055227	15.674505	2.260e-55	1.0724266	1.0940755	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1422117	.00584216	25.996525	5.42e-149	1.1308185	1.1537197	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2472959	.00637187	43.256507	0	1.2348696	1.2598473	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.40012	.00737307	63.911206	0	1.3857434	1.4146458	"model2"	"ae"	"eth5"	""	""
"model2_ae_eth5_1"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0051763	.00027546	18.840026	3.548e-79	1.0046366	1.0057164	"model2"	"ae"	"eth5"	""	""
